fuli,gaikuang,gsname,hangye,jinyan,job_name,renshu,xingzhi,xinxi,xinzi,xueli
none,"公司介绍,关于我们,    上海金仕达卫宁软件科技有限公司（简称“卫宁科技”）于2012年成立，总部位于上海。卫宁科技作为国内领先、拥有核心自主知识产权的高新技术公司，创始之初就专注于大健康行业智能数据服务，从核心技术储备、业务模式和服务创新等方面进行探索，运用互联网+和大数据等新技术，为大健康行业提供数据服务产品、整体解决方案和第三方咨询服务，积极推动新医改和新健康的生态构建。,2016年，中国人寿保险股份有限公司注资成为卫宁科技的第二大股东，与国内***的HIS服务提供商——卫宁健康携手，共同为卫宁科技的可持续快速发展提供有力保障。,公司在核心知识库引擎、社保和商保智能审核平台、医院医保智能审核平台等风控产品建设方面，不仅得到人社部的权威认可，更在全国近20个省和100个地市及几百家医院得到广泛应用，处于全国领先地位。通过与中国人寿、太平人寿、平安保险和中国人保等保险公司的广泛合作，不断探索出一条独具特色的TPA服务体系，为大健康行业提供更高效和优质的服务。",上海金仕达卫宁软件科技有限公司,"计算机软件,计算机服务(系统、数据服务、维修)",3-4年经验,算法工程师,150-500人,合资,"2、高效合理处理业务数据，包括相关的数据质量评估、,和统计分析；,3、负责数据挖掘模型开发，包括算法设计和代码实现；,4、负责模型结果的业务场景落地相关定制与解释；,本科及以上学历，应用数学、物理学、统计学、计量经济学、人工智能、机器学习等专业；,岗位职责,：,、负责根据医疗风控等领域业务场景需求，设计数据分析挖掘相关解决方案及产品研发；,任职资格,：,、,、熟练掌握统计模型,机器学习模型和深度学习模型相关理论及代码实现,、熟练掌握,编程语言,、至少熟悉一种主流数据库，能熟练编写,脚本；,、有医疗，医保或保险行业背景优先；,职能类别：,关键字：",2-3万/月,硕士
"五险一金,餐饮补贴,弹性工作,员工旅游,年终奖金,绩效奖金,出国机会,交通补贴,专业培训,定期体检","成都泰盟软件有限公司成立于2004年，注册资本2000万，员工270余人，是成都市高新技术企业和软件企业，四川省医疗生产企业。,公司座落于成龙大道888号经开区总部经济港A区9栋，交通便利（23路，332路直达），公司是中国生理学会团体会员，国内高等医学院校机能实验中心的设备提供商，自成立以来一直致力于生理和药理教学、科研仪器等产品的研制、生产、销售一条龙服务，产品远销中国港澳台和澳大利亚等地。,福利待遇：,1.朝九晚六、周末双休、法定节假日；,2.六险一金、补充商业保险；,3.暑假：1周带薪旅游；,4.寒假：3周带薪假；,5.定期调薪、年度评优；,6.定期体检；,7.免费员工餐；,8.交通补贴、员工宿舍；,9.活动经费、过节费；,10.结婚、生子福利；,11.生日会、蛋糕券；,12.社团活动；,13.下午茶；,公司地址：成都市成龙大道二段888号总部经济港A9座,简历投递邮箱：hrtme@126.com",成都泰盟软件有限公司,"计算机软件,仪器仪表/工业自动化",1年经验,算法工程师,150-500人,民营公司,"岗位职责：,1,负责信号处理与分析相关算法的设计和实现，包括算法设计、优化、验证、评估，编写文档,2,负责与软件工程师紧密配合完成软件系统研发,3,完成生物医学前沿算法的预研究并撰写研究报告,任职要求：,1,生物医学工程,信息工程,软件工程,计算机,数学,统计学,物理等相关专业，硕士或以上学历，1年以上工作经验,2,熟练掌握至少一种编程语言，有较强的算法分析和实现能力,3,较强的数学基础，包括数学建模、统计分析等，熟悉信号处理相关知识,4,具备良好的英文读写能力,0,5,有生物医学信号处理、机器学习、深度学习、大数据分析等相关工作经验优先；,6,有相关论文发表优先；,7,具备较强的规划能力、沟通协作能力和执行能力。,职能类别：",0.7-1.3万/月,硕士
"做五休二,餐饮补贴,绩效奖金,五险一金,带薪年假,年终奖金","    创远仪器公司于2005年在上海成立（母公司创远电子成立于1999年），是一家国内领先的自主研发高端射频通信测试仪器和提供整体测试解决方案的专业仪器仪表公司。于2015年3月17日挂牌新三板（证券代码：831961）。,    公司总部位于上海徐汇区，在北京、南京、成都、广州、武汉、西安、海外等地设立了多个研发中心及办事处。公司专注于无线通信、射频微波、频谱监测、北斗导航测试等领域，是一家拥有自主品牌和一系列测试仪器核心专利技术，集研发、生产和销售为一体，并具有自主知识产权的高新技术企业、上海市科技小巨人企业、上海市专利试点单位、国家知识产权优势企业、松江一类重点扶持企业。2018年公司成立了企业院士专家工作站。,    2009年以来一直承担国家科技重大专项、上海市战略新兴等国家和地方重点项目，并承担上海无线通信测试仪器工程技术研究中心的持续建设任务。2017年公司作为“第四代移动通信系统的关键技术与应用”的项目主要完成单位之一荣获2016年度国家科学技术进步奖特等奖。,    公司拥有一支较强的研发团队，核心骨干均有多年从事移动通信、射频微波、无线电监测、导航测试的研发经验，通过采用与高校开展“产学研”技术合作的模式，与东南大学共同创建的东大-创远电子测量技术研究中心已进入二期（5G通信测试）合作，与国防科大建立先进卫星导航技术协同创新技术中心。,    公司30%以上员工拥有硕士以上学历,92%以上拥有本科以上学历，62%的员工为技术研发人员。员工是创远仪器最为宝贵的财富。我们的管理理念就是，激励员工在达成公司战略目标的同时，也能够实现个人的职业发展。,    “创新求远 尊重个人”是公司的核心价值观，欢迎每一位有志于通信事业的优秀人士加盟，与我们一起共创辉煌！这里珍视人才、肯定自我，有广阔的发展晋升机会，这里办公环境优良、工作氛围宽松，这里提供多样化的培训机会，对于符合条件的优秀应届生和海外留学生可帮助申请居住证积分及办理落户上海。,   面对5G时代的到来，希望更多与我们有着同样理想的有志青年能够加入创远，共同将创远打造成为中国高端无线通信测试仪器的领导者，5G的烽火已燃，号角已响，我们期待与不甘平凡的你一起实现梦想！,    创远仪器2020年校园招聘正式启动，欢迎各位同学投递简历。",上海创远仪器技术股份有限公司,"通信/电信/网络设备,通信/电信运营、增值服务",无需经验,通信算法工程师（2020应届生）,150-500人,上市公司,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,工作职责：,1,、,4,及,5,移动通信测试仪器中物理层算法实现。,要求：,1,、通信、信号处理、信息与计算科学等专业本科及以上学历，硕士优先；,2,、熟悉无线通信原理、数字信号处理算法，有物理层算法研究经验；,3,、熟练使用,语言、,或,语言，编程规范，具有在,或,平台进行开发的经验；,4,、熟练使用,等仿真工具进行浮点、定点算法仿真。,职能类别：,关键字：",1-1.5万/月,本科
"五险一金,专业培训,员工旅游",天津瀚海星云数字科技有限公司成立于2011年12月，是以开发VR内容为主的国家高新技术企业，瀚海星云近年来把业务市场主要放在高校的虚拟仿真实验室的建设上来，已经在国内众多高校中实施。公司秉承集聚智慧与力量，企业与员工共发展的理念！做行业领导者、先行者、创新者！,天津瀚海星云数字科技股份有限公司,"计算机软件,互联网/电子商务",1年经验,图像识别算法工程师,50-150人,民营公司,"1,负责视频图像的提取与识别、目标的检测与分析工作。,2,了解掌握,或者,编程及人工智能库的使用，至少精通一种算法语言并实现与应用开发人员对接，了解深度学习，机器学习，图像融合，图像匹配等相关内容，掌握,、,等图像处理库的使用。,3,具有视频图像特征提取、医疗影像特征提取、摄像头图像与物体识别等相关项目经验的优先。,4,可与应用开发人员（,）进行算法对接联调,职能类别：",0.8-1万/月,大专
none,"长沙军民先进技术研究有限公司（以下简称“先进院”）是中国电子集团与长沙市政府携手共建的集国防科技成果转移转化、军民两用共性关键技术研发创新、军民科技协同创新、项目孵化、新兴产业培育、军民融合发展战略研究等为一体的军民融合新兴研发机构。,一直以来，中国电子和长沙市政府具有良好的信任关系和合作基础，双方在军民融合、自主可控、园区开发、智能制造等领域已实现全面、深度合作，为进一步深化“研究院+子集团+产业园区”的合作模式，共同推进长沙军民融合深度发展，在前期合作基础上，双方共同发起设立了先进院。,先进院紧紧围绕“军民融合协同创新”这一路线，通过多维度搭建平台，紧抓重点前沿项目，精益求精提升服务品质，推到军民融合发展实现新作为、大作为。",长沙军民先进技术研究有限公司,"电子技术/半导体/集成电路,计算机软件",在校生/应届生,算法实习生,50-150人,国企,"岗位职责：,1,0从事深度学习领域的基础算法和数据处理工作；,2,0负责常见的视频和图像处理有关深度学习算法模型的性能测试及参数调优；,任职要求：,1,0本科及以上学历，计算机、自动化、数学等相关专业；,2,0英文良好，有较好的英文文献检索和阅读能力；,3,0对算法设计、数据结构等计算机专业知识掌握良好；,4,0了解图像相关深度学习方法和应用，熟练使用至少一种深度学习工具，如,、,、,等；,5,0熟练掌握,、,等开发语言，熟悉,操作系统,0；,6,0每周工作日至少工作4天，实习时间不少于3个月。,职能类别：",2-3千/月,本科
五险一金,"   大唐移动通信设备有限公司（以下简称“大唐移动”）是国务院国资委所属的大型高科技央企——大唐电信科技产业集团的核心企业，是我国拥有自主知识产权的第三代移动通信国际标准TD-SCDMA的提出者、核心技术的开发者及产业化的推动者。大唐移动以打造“无限沟通引擎”为企业发展理念，倡导“创新、市场、诚信、责任”的企业价值观，始终致力于TDD无线通信技术（及后续技术）与应用的开发，专注于TDD无线通信解决方案与物联网、移动互联网多网协调发展的融合。大唐移动面向国内和国际市场，全力推动TD-SCDMA及其后续演进TD-LTE产业化进程。,   ,   大唐移动作为TD系统设备主流供应商之一，协同合作伙伴占据了中国TD-SCDMA设备市场30%的份额，为全国20余个省份的移动运营商提供了高质量的TD网络解决方案和综合服务，在为中国移动建设全国TD-SCDMA网络过程中，大唐移动与中国移动紧密合作进行了数百项创新课题研究，为TD-SCDMA系统的完善、多场景的应用发展以及网络的持续优化发挥了中坚作用。同时，大唐移动自主开发的TD-LTE产品与解决方案，目前已在全球多个国家开展商用准备，并与全球主流的电信运营商实施全球化的发展战略。,   大唐移动现有员工约3000名，其中研究生以上学历比例为60%，并汇聚了众多国内外知名的通信技术专家。大唐移动始终秉承“以先进的技术、优良的服务为客户创造价值”的宗旨，以客户需求为导向，持续在产品研发、供应链管理、工程服务等环节开展组织变革与流程优化，以精细管理、规范运作，实现企业的稳健、可持续、平衡发展，为客户创造价值。",上海大唐移动通信设备有限公司,通信/电信/网络设备,在校生/应届生,物理层算法研究工程师（2020应届硕士）,500-1000人,国企,"岗位职责：,1、负责物理层相关算法的设计、仿真与验证，对物理层算法进行分析和优化；,2、负责物理层算法的定点化设计，对算法在产品实现过程中的技术问题提供支持；,3、与软硬件开发团队密切配合，支持算法验证与实现验证；,4、完成算法相关文档的撰写。,任职要求：,1、信息与通信工程、信号与信息处理等相关专业，硕士及以上学历；,2、在无线通信、数字信号处理方面学习过相关课程。在实习期间或毕业设计中，有涉及到相关项目的优先；,3、了解：,，,，均衡，信道估计，信道编解码，干扰消除，时间,频率同步等物理层关键算法；,4、熟悉,、,编程；,5、脚踏实地，虚心好学，注重团队合作。,职能类别：",1-1.5万/月,硕士
"五险一金,免费班车,年终奖金,弹性工作,定期体检","沈机（上海）智能系统研发设计有限公司（简称“沈机智能”）的前身为沈阳机床（集团）设计研究院有限公司上海分公司，经过5年潜心研究，于2012年研发出世界上首台具有网络智能功能的i5智能数控系统（i5为Industry、Information、Internet、Integrate、Inteligent，即工业化、信息化、网络化、智能化、集成化的有效集成），并于2014年实现产业化应用。,沈机智能致力于面向机床行业的运动控制技术及云制造技术的产品研发和技术储备，承载i5智能数控系统、基于i5技术的工业操作系统（i5 Operation System，i5OS）、工业机器人等产品的研发、销售及相关产业化应用。沈机智能的主要产品有：i5系列智能数控系统，i5PLC控制器，i5OS软件系统平台，以及铣床、车床智能解决方案。,沈机智能现为中国工业技术软件化联盟理事单位，上海信息化协会理事单位，数控机床互联通讯协议标准联盟理事单位，并被评为杨浦区企业技术中心，“十二五”机械工业优秀科技成果奖等荣誉。",沈机（上海）智能系统研发设计有限公司,"电子技术/半导体/集成电路,学术/科研",本科,图像算法工程师,150-500人,国企,"1、从事模式识别、图像压缩、图像处理相关的算法软件研究、仿真、开发和测试；,2、根据软件设计编写和维护代码；,0,3、对相关算法进行跨平台移植，持续优化和改进；,0,4、跟踪相关领域的技术发展趋势，及时消化吸收技术进步；,工作经历：,1、本科及以上学历，计算机,图形图像方向,、自动化、数学等相关专业，具有相关开发经验；,0,2、英语,4及以上，具备良好的英文技术文档阅读理解能力，具备良好的技术文档写作能力；,0,3、熟练掌握,，具备一定的编码能力；,0,4、对图像分割、形变方向，色差校正有研究优先；,5、有,平台软件开发经验优先。,职能类别：",0.8-2.2万/月,招1人
"五险一金,补充医疗保险,补充公积金,餐饮补贴,专业培训,年终奖金","鼎捷软件股份有限公司(DigiwinSoft，股票代码:300378)始创于1982年，是亚太区值得信赖的企业管理软件与企业互联网服务供应商，拥有自主的知识产权和创新能力。,鼎捷软件为集团、大型、中型、小微型企业等不同规模的企业提供配套应用的ERP产品和解决方案，并同时拥有衍生的ERPII产品互为补充，构成生态型、一体化解决方案体系，更为有效地为企业提供针对性的信息化管理服务。,面对互联网+工业4.0的浪潮，鼎捷软件积极布局“智能制造、全渠道零售、微企互联网”三大战略方向，全力打造“三环一线”的企业互联网生态圈。以建立企业信息化核心系统为主线，构建供应链互联网环、销售链互联网环、微企链互联网环三大环，同时向外拓展协同设计、协同服务、协同供应、协同生产、协同商业、协同物流等协同云服务。,鼎捷软件分支机构遍布中国大陆28个省市，在中国台湾和东南亚地区设有分公司，积极拓展海外市场，集团员工数约4000人，超过50,000家企业正在运用鼎捷软件的管理软件产品，其中包括财富五百强的企业也正在通过鼎捷的管理方案而持续获益。,2010年，荣获“中国ERP（企业资源计划）领域十强软件商”。,2011年，被评为 “50佳***工作场所”，成为最适合年轻人迈入职场、开展***份工作的地方。,2012年，被评为“上海市明星软件企业“。,2012年，被评为“上海市高新技术企业”。,2013年，荣获“2013年度机械、电子、家具、印刷四大行业信息化***解决方案大奖”。,2014年 E10管理软件荣获“中国金软件管理软件创新产品奖”。,加入鼎捷，您可以获得优厚的薪资福利待遇和完善的培训发展体系：,--固定的基本薪资、岗位技能/管理津贴、年终奖、绩效奖金、年度调薪,--法定年假、福利年假、法定节假日、带薪病假,--五险一金、商业保险（补充医疗险、意外伤害险）,--午餐补贴、通讯补贴、自备机补贴、出差补贴,--生日礼金、节假日福利、婚丧喜庆福利、定期体检,--健全完善的培训体系（新人训、专业训、部门内训、新人带教制度等）,--宽广的晋升发展平台,鼎捷软件股份有限公司诚邀您加入，共同创造更美好的明天！, ,公司官网：http://www.digiwin.com.cn, , ,上海总部：上海市静安区江场路1377弄1号楼22F,电话号码：021-51791688,邮箱：tangweib@digiwin.com, ,南京：南京市雨花台区花神大道27号文竹路交叉口,电话号码：025-68523666,邮箱：sheyan@digiwin.com, ,北京：北京市海淀区上地九街9号数码科技广场北段一层,电话号码：010-82457121,邮箱：xuna@digiwin.com, ,广州：广州市天河区翰景路1号金星大厦19-20楼,电话号码：020-28301615,邮箱：huanglc@digiwin.com, ,深圳：深圳市福田区滨河大道北5022号联合广场A座38楼,电话号码：0755-83575692,邮箱：lingmq@digiwin.com",鼎捷软件股份有限公司（原神州数码管理系统有限公司）,"计算机软件,计算机服务(系统、数据服务、维修)",2年经验,算法工程师（HZ20031）,1000-5000人,上市公司,"制造业乃中国经济强劲发展之本，如果您和我们一样有志攀登中国智能制造的高峰，我们愿与您携手共铸辉煌。,鼎捷，因为专注所以专业；,鼎捷，中国智能制造的扛把子。,职位描述,1、基于对业务的理解，对大量数据进行分析、建模，构建知识图谱；,2、设计和开发结构化数据抽取、分析流程，提高知识抽取、数据清洗等工作中的自动化程度；,3、负责实体、关系、属性等图谱相关,设计；,4、通过知识图谱技术为人工智能产品提供数据支持和数据分析。,职位要求,1、数据挖掘,计算机科学,数学相关专业本科以上学历，两年以上工作经验；,2、熟悉知识图谱概念和相关技术，熟练使用,4,等主流图数据库，了解其架构原理，有过实际知识图谱相关研究或开发经验；,3、熟悉图存储方式，图数据库应用，以及常用的图搜索算法；,4、具备良好的业务理解能力和逻辑思维能力，能够根据对业务的理解将行业知识进行建模，转化为知识图谱；,5、对业界新技术和算法有好奇心，踏实好学，沟通能力强，有团队合作精神；,6、思维活跃，对数据敏感，乐于解决具有挑战性的问题，具备优秀的分析问题、解决问题能力；敬业，抗压，意志坚定。,岗位优势或发展前景,1、专业的团队，丰富的大型项目实战机会,2、复合型岗位要求，您将比实施顾问更懂咨询，比咨询师更懂企业信息化,3、集团化的企业，系列化产品为客户提供智能制造综合解决方案的同时也为您提供了宽广的发展空间,加入鼎捷，您可以获得优厚的薪资福利待遇和完善的培训发展体系,固定的基本薪资、年终奖、绩效奖金、年度调薪,法定年假、福利年假、法定节假日、带薪病假,五险一金、商业保险（补充医疗险、意外伤害险）,午餐补贴、通讯补贴、自备机补贴、出差补贴,生日礼金、节假日福利、婚丧喜庆福利、定期体检,健全完善的培训体系（新人训、专业训、部门内训、新人带教制度等）,宽广的晋升发展平台,更多鼎捷相关：,注意：应聘者需承诺提供的相关材料真实、合法，不存在虚假成分；如有虚假材料，视为不符合该岗位的录用条件。,职能类别：",1.2-2.5万/月,本科
"五险一金,交通补贴,通讯补贴,绩效奖金,年终奖金,定期体检,带薪年假","2006年8月诞生于武汉的良品铺子，12年来深耕华中，辐射全国，迄今已有逾2000多家门店遍布华中、华东、华南、西北、西南、西北等13省。,良品铺子12年专注高端零食，精选全球32大产地食材，产品超过1000种，口味丰富多样，其中以十二经典产品最为著名。由十二经典产品组成的「拾贰经典」高端礼盒，获得众多明星及知名企业追捧。良品铺子自2015年起高端零食连续3年全国销售领先，成为四亿吃货的挑剔之选。,2019年良品铺子签约国内一线明星吴亦凡为品牌代言人，并将“高端零食”定义为品牌战略和企业战略，以期以高端零食战略引领行业升级。,请注意：我司在招聘过程中，不会收取任何费用或要求提供财物。",湖北良品铺子食品工业有限公司,"快速消费品(食品、饮料、化妆品),互联网/电子商务",5-7年经验,算法工程师（用户）,10000人以上,民营公司,"工作职责,1,负责核心产品用户运营全链路各环节的算法模型研发，通过数据和算法，不断驱动产品增长；,2,基于海量用户行为数据，负责构建用户标签，用户分类识别算法模型，提升用户获取用户运营效率；,3,负责用户全生命周期精细化运营各个环节的算法模型构建，包括福利发放模型、用户回流模型、留存率提升模型等策略，提升用户活跃度。,任职资格,1,计算机或相关专业本科以上学历，5年以上互联网工作经验；,2,精通机器学习,数据挖掘,领域常见算法模型，结合业务场景，拥有针对实际问题分析、建模、解决的能力；有,以上奥数、数模获奖优先，有计算机算法相关专利者优先；,3,熟悉,、,等常用的大数据处理平台，熟悉,、,、,等至少一门编程语言；,4,具备良好的沟通能力、团队协作能力，有用户增长,用户运营相关的算法经验优先。,职能类别：",2.5-4万/月,本科
none,"我们是华为，诞生于1987年。,在成长的过程中，我们脚踏实地、奋勇向前。,我们一直专注于ICT领域，为运营商、企业客户和消费者提供有竞争力的ICT解决方案、产品和服务。,30年来我们不断积攒实力，如今已拥有来自全球170多个国家和地区的客户，全球三分之一的人口因华为受益。,我们为员工提供：,▲""华为大学""、""iLearning""、""导师制""等健全的培训制度；,▲""专家管理双通道模式""的晋升途径；,▲全球化的工作机会及视野。,我们始终坚持“以客户为中心，以奋斗者为本”。,只要你踏实肯干，华为就是你施展人生抱负的舞台。,加入华为，与技术大牛共事，与行业精英一同成长。,加入我们，你可以自带主角光环！,联接，就像空气和水，慢慢融入生活的每个角落。,我们期待与你一起共同探索全联接世界，共同领跑未来！",华为技术有限公司,"通信/电信运营、增值服务,通信/电信/网络设备",招1人,HRI人机交互算法研究员,10000人以上,民营公司,"岗位职责,负责智能终端产品应用程序，人机交互，控制系统，生态平台等领域的研究创新和开发工作,岗位要求（满足一项或多项）：,1,熟悉,0,，,等编程语言，代码基本功扎实，具备一定的软件架构设计经验,2,熟悉使用,0,进行工程实现和性能优化，验证，仿真,3,熟练掌握,，,0,等前端框架,4,熟悉机器学习的相关,技术,5,熟悉安卓系统,或者,职能类别：",2.5-3万/月,
"五险一金,补充公积金,餐饮补贴,绩效奖金,定期体检,每年多次调薪,每年两次晋升,良好运营氛围,公司稳步发展,员工旅游","寄锦教育是一家致力于国家职业资格技能培训及学历教育培训，同时提供专项人才服务的教育培训机构，公司着力打造“最青春、最创意、最国际”的卓越专业团队，结合其核心的设计理念和创意无限的团队文化，旗下产品以别具一格的创新优势引领新锐教育，在所有寄锦人的共同努力下，寄锦教育已然成为教育培训行业的生力军。,与未来同行 keep pace with future,企业理念,（一）企业愿景：成为最具创新力的知识共享平台。,（二）企业使命：传播先进文化，促进教育创新,（三）企业文化：“4F”——For value 价值；For growing 成长；For happy 快乐；For dream 梦想,企业CI,（一）公司名称：寄锦教育        英文名：Jeagine,（二）公司名称由来:公司名称取自宋代女词人李清照的《一剪梅·红藕香残玉簟秋》，红藕香残玉簟秋。轻解罗裳，独上兰舟。云中谁寄锦书来，雁字回时，月满西楼。花自飘零水自流。一种相思，两处闲愁。此情无计可消除，才下眉头，却上心头。,“锦书”在此一语双关，指对书信的一种美称。这种用锦织成的字称锦字，又称锦书。公司名称这里喻指学生通过培训学习获得成果，如毕业证书、职业资格证书等。,而谁寄？,这样的疑问式表达了学员对寄锦教育的培训效果的无限期待，寄锦教育也以学员“学有所成”以及“愉悦的学习体验”作为终极目标，达成寄予“锦书”的美好结果而不懈努力。,问谁寄？,如果把各高校以及国家各权威认证部门当成寄件人的话，寄锦教育当之无愧承担“邮递员”的角色让学员最短时间内、最保障的收到自己梦想已久的“锦书”。,Looking for you who are looking for us！,我们的团队口号是：MAKE BETTER MAKE NOW,晋升空间无天花板+业务流程专业化+各种课程免费培训，寄锦教育就这么任性,Come on ？join ？us！,【这些是寄锦小伙伴都有的】,（一）志同道合的伙伴：,我们是一支热情坚定、懂得分享、自我驱动、追求极致的高效团队，是轻松活泼、团结友爱的大家庭！,（二）弹性的薪资回报：,只要你足够特立独行、天马行空、才华横溢那么你值得拥有更丰厚的回报！,（三）轻松的工作氛围：,假装00后的90后“年轻”团队，0代沟，工作交流就是互相学习，我们敢想、敢说、敢做！,（四）良好的学习氛围：,你有书吗？我想看。我有书。你要看吗？,（五）温情的福利补贴：,暖暖滴生日庆祝、大大滴红包、每周三的零食水果下午茶......,------还不够？接着往下看------,（六）给你健康的体魄：,每周各种球类活动：羽毛球/篮球等；,每年一次健康体检活动。,（七）丰富的业余生活：,组织员工聚餐、年度省外旅游活动；,年轻人就是在玩乐中收获人生！,（八）广阔的发展空间及激励机制：,每年两次以上薪酬调薪机会，调薪涨幅达10%左右；,高额的绩效奖金、交通补贴、工龄津贴、任期工资、证书补贴、孕期营养补助……,基础福利：五险一金、伙食补贴、全勤奖、各类法定节假日福利...,如果你热爱生活、热爱工作，,如果你想在你的工作领域画出属于自己的美丽蓝图，,如果你拥有激情、梦想和勇气，,如果你想和一群充满务实、拼搏、创新、想象力、责任心的实践者一起走向未来，,你——就是我们等待的人，,欢迎加入寄锦大家庭！",广州寄锦教育科技有限公司,教育/培训/院校,2年经验,数据挖掘工程师,150-500人,民营公司,"工作职责,1、负责构建公司数据分析与数据挖掘业务分析体系,整体架构设计、规划,充分发挥数据的价值,提高数据质量,促进公司业务更好的发展；,2、通过建立业务的数据分析模型来指导业务的发展,对数据库信息进行深度挖掘和有效利用,充分实现数据的商业价值,构建公司核心竞争力；,0,3、跟踪并分析用户行为,为公司广告业务的发展及产品的设计进行海量数据支持；,4、负责数据管理中心团队的建设、发展、激励、培训等管理工作,有效领导数据分析与挖掘团队支持和推,0动业务发展。,任职要求：,1、热爱数据,对数据及逻辑关系敏感,并对数据体系有深入的认识；,2、本科以上学历、计算机,统计学,经济学等相关专业，有一定工作经验，；,3、具备数据建模,机器学习,数据挖掘,信息检索背景,和分析理论知识和经验；,4、熟悉,0,0平台的海量数据分布式存储、分布式计算；,5、熟悉常用的数据分析工具，有基于,0,0的云计算平台，,0及类似的,0,0存储,0,和,0,0系统等实践经验；,6、熟悉互联网并且对于互联网常见的业务形态与商业模式有深入的理解,对业务变化有敏锐的洞察力；,7、有较强的对业务理解与分析能力，了解业务规划与策划能力以及相应经验；,8、具备较强的问题定位、分解、解决能力及计划和组织能力；,9、善于创新、思维敏捷、精力充沛，沟通能力强，能够承受较大工作压力；,10、有电子商务或互联网数据仓库或商业智能架构设计、开发实施经验者优先。,职能类别：,关键字：",1.5-3万/月,本科
"带薪年假,五险一金,免费班车,绩效奖金,节日福利,交通补贴,餐饮补贴,通讯补贴,年终奖金","    巨人网络集团有限公司成立于2004年11月18日，是一家以网络游戏为发展起点，集研发、运营、销售为一体的综合性互动娱乐企业。巨人网络拥有雄厚的资本实力、强大的研发能力、熟稔的运营能力、完善精湛的技术支持能力、人性化的客户服务能力，以及强大的销售能力。,    2007年11月，巨人网络顺利登陆纽约证券交易所，成为当时在美国资本市场发行规模***的中国民营企业之一，同时也是除美国本土外，当时在美国发行规模***的IT企业之一。,    巨人网络始终保持创业激情，将持续创新作为公司最重要的核心竞争力。巨人网络致力于打造精品游戏，努力成为最具创造力的互动娱乐企业。,公司网站：hr.ztgame.com巨人官方微博：http://t.sina.com.cn/ztrecruiting,请将您的个人简历通过E-mail或邮寄至本公司，并在E-mail主题或信封上注明应聘职位。请勿以附件形式发送简历，谢谢合作！,联系电话：021—33979999,联系传真：021—33979941,电子邮箱：zhaopin@ztgame.com （请务必在E-mail主题或信封上注明应聘职位。请勿以附件形式发送简历）,公司地址：上海市徐汇区宜山路700号3号楼1楼,          上海市松江区中凯路988号巨人家园,邮政编码：200233",上海巨人网络科技有限公司,"网络游戏,互联网/电子商务",5-7年经验,资深数据挖掘（AI）,1000-5000人,民营公司,"工作职责：,0,1、深入理解游戏业务和机器学习技术，基于海量数据挖掘用户行为模式，分析运营活动、核心玩法、用户标签等数据来持续提升数据对内对外的应用及价值；,2、数据分析、挖掘以及模型的产品化；,3、根据项目需要寻找和采集相关数据，对原始数据进行清洗、甄别、归类和整合，并实现流程自动化；,4、跟进最新的机器学习,深度学习技术，为业务智能化提供助力，驱动业务发展,任职要求：,0,1、本科及以上学历，计算机、数学、通信相关专业，两年以上大数据挖掘和机器学习的项目经验；,0,2、熟悉游戏行业数据业务逻辑；,3、熟悉,语言、,、,任意一种语言，较强的算法和数据结构功底；熟悉大规模数据挖掘、机器学习等相关技术,熟悉,技术优先；,4、熟悉常用数据挖掘技术和机器学习算法，熟悉其原理和适用范围；,0,5、熟练掌握数据挖掘和机器学习的脚本和常用工具；,0,6、持续学习，保持跟进机器学习领域最新研究方向和成果，对于大数据应用在各个垂直领域的探索；,7、良好的团队合作精神,较强的沟通能力,职能类别：",2-4万/月,本科
